aesthetics.dramaturgy.b1_narrative_arc.score,aesthetics.dramaturgy.b2_integration_text_and_context.score,aesthetics.dramaturgy.b3_openness_vs_closedness.score,aesthetics.poetics.a1_imagery.score,aesthetics.poetics.a2_carefulness_and_precision.score,aesthetics.poetics.a3_musicality_and_rhythm.score,aristoteles.ethos.score,aristoteles.logos.score,aristoteles.orthodoxy_logos.score,aristoteles.orthopathy_pathos.score,aristoteles.orthopraxy_ethos.score,aristoteles.pathos.score,dekker.1_specific_bible_passage.score,dekker.2_exegesis_original_context.score,dekker.3_application_concrete_contemporary.score,dekker.4_interwoveness_exposition_application.score,dekker.5_three_parts_misery_redemption_gratitude.score,dekker.6_two_ways_seriousness_of_choice.score,dekker.7_christocentric_grace.score,dekker.8_depth_and_length.score,kolb.abstract_conceptualization.score,kolb.active_experimentation.score,kolb.concrete_experience.score,kolb.integrality.balance_between_phases.score,kolb.integrality.cycle_completeness.score,kolb.integrality.holistic_learning.score,kolb.reflective_observation.score,metaphor.coherentie.score,narrative.coherentie.score,schulz.appeal_aspect.score,schulz.factual_content.score,schulz.relational_aspect.score,schulz.self_revelation.score,transactional.adult.score,transactional.child.free_FC.score,transactional.child.freedom_AC.score,transactional.parent.freedom_CP.score,transactional.parent.nurturing_NP.score
1,0.5272120473059991,0.4579179272408445,0.5111456033164106,0.37617433687377033,0.1495083695447739,0.24581982760266374,0.2524124813572779,0.12111471931163388,0.27402454040250684,0.16474513325702428,0.3378753800488242,0.2432726429353239,0.1355781061197367,0.4088096700243605,0.25125049798258947,0.28607950269763077,0.1484846816997892,0.17355015477046118,0.15708052806697143,-0.00842964556086424,0.08797480534212,0.4542993300043865,0.33730509207020154,0.24895685153001665,0.3477441362624174,0.3932350416026013,0.1379166916463667,0.32780013331590435,0.37329455293791425,0.3338046137332517,0.14753495640356815,0.3212597221601706,0.29020954415253347,0.14582881700690323,0.18693602905608026,0.17869224114953006,0.14753276028924384
0.5272120473059991,1,0.5610685654396904,0.3826150768307783,0.5592008190503045,0.05928419139128564,0.2271494041905359,0.34853756027986676,0.12133112917177838,0.046191843502471665,0.23179587312436978,0.1118992446824477,0.18921115428697713,0.14526978111549868,0.5468926685483255,0.2788075102377819,0.1561003349426996,0.15100091062693705,-0.019295003533004968,0.13046447833126543,0.10118221228783737,0.17247662496962193,0.2897789725140194,0.33310224050713827,0.30541014863559107,0.3396924248543081,0.49093046729315704,0.2008284941186675,0.18444972148618366,0.27284799170880186,0.3541838988439447,0.09392897585688614,0.26048347864626814,0.47108019069680346,0.17780598384067722,0.2870774500556714,0.24572966424779086,0.25223649575277607
0.4579179272408445,0.5610685654396904,1,0.41914440390288105,0.5534262540781314,0.14150100555634373,0.18269207578383173,0.27347708244612545,0.11742640768094682,0.09235080082269541,0.14526860728671986,0.1543075181869652,0.14915898865987864,0.11676975327627098,0.3125532727721212,0.15157921170218572,0.07858335062169987,0.032480803224727184,-0.0027632134398436693,-0.011925126429190422,0.04738098540620321,-0.03282621605883272,0.1862413280324732,0.16759933030189506,0.11405595408018761,0.16221629382424846,0.3781296410141065,0.1668235287223775,0.2081980312649255,0.19612290558830864,0.27597414128285375,0.0867416057315895,0.19854013881676139,0.4164471803624028,0.23833439076995946,0.3127637813024005,0.30056056605912046,0.24487091144041015
0.5111456033164106,0.3826150768307783,0.41914440390288105,1,0.168104611126191,0.4832978589151333,0.13661235928549742,-0.021062742219046998,-0.08089502222905076,0.5256518609443087,0.05583553724783461,0.5926480733777504,0.017491504750472616,-0.013026604980210299,0.27693452519964745,0.09085016910927905,0.14099960158505398,0.10084520399449802,-0.06003591996535842,-0.008703149673922493,-0.16052299745056137,-0.011827208146716943,0.5026219402600246,0.2273745580222462,0.18454113660614438,0.2943005714165717,0.18646259218318167,0.01792415146449645,0.13369926372076696,0.11379541234492781,0.09754701241905743,0.12331050112356462,0.3662646155450304,0.04837249119604285,0.1985729417438982,0.057165157973235285,0.05885642356913534,0.0977865818649055
0.37617433687377033,0.5592008190503045,0.5534262540781314,0.168104611126191,0.9999999999999999,0.012808450989903299,0.17296205015926444,0.5052785889143736,0.3510329471467307,-0.15702631627132826,0.11188654096332594,-0.10006203878707279,0.1313019971703152,0.09892672762457991,0.29721510567199905,0.14087325020980015,0.19041635655187078,0.09983579717915399,0.06419910363982838,0.031030522614142075,0.26763439062647015,0.02841625938613496,0.01846484469009999,0.07625153881479044,0.11437777268394066,0.09471419075318863,0.42999259298708226,0.24773199062055865,0.2734708948504268,0.3124294218690428,0.46329575908622544,0.03204009773668873,0.11055779343682368,0.4188107772304491,0.10020931081995191,0.22552683118273606,0.19149484481634424,0.20520997398092963
0.1495083695447739,0.05928419139128564,0.14150100555634373,0.4832978589151333,0.012808450989903299,1,0.005922785872770198,-0.20003381645969437,-0.22872792708787673,0.32588120184879166,-0.0198579774819706,0.3790619515481085,-0.23034656981741508,-0.27164584441441536,-0.01978477223955929,-0.08478243268029186,-0.16593841620471625,0.012345811746754825,-0.26176000228178425,-0.2761955821791043,-0.23128561747433768,-0.08110843171187253,0.10408295527267249,-0.02609695894680461,-0.049807489021220695,0.05169423198266114,0.03384291956847451,-0.0960593921040221,-0.24588920080520693,-0.1964318903046471,-0.2419547662944405,0.06064871336132016,0.23448740622576428,-0.1854554504837467,0.1991774401491647,-0.026500081031994797,-0.04920997375066853,-0.02953321204719182
0.24581982760266374,0.2271494041905359,0.18269207578383173,0.13661235928549742,0.17296205015926444,0.005922785872770198,1,-0.036451957657415164,-0.06388677418556915,0.21386506278623446,0.8471782216764236,0.1541655807864038,0.06726787137948934,-0.014426987836796627,0.2981943160401995,-0.013083542374174056,0.15402309817570506,0.010365417473808688,0.08598078994203592,0.23628980297451857,-0.0658820308524856,0.07461458569539502,0.32232117052718395,0.1539755148165581,0.21163948036290672,0.267669875561509,0.15728825416361938,0.01788906460180442,0.16788924283429843,0.1308356693830934,0.08844841668847371,0.26292513006961843,0.48586250459212704,0.1187365015229353,0.09984677619790562,0.10899811739979763,0.1201669485185879,0.16631773738571642
0.2524124813572779,0.34853756027986676,0.27347708244612545,-0.021062742219046998,0.5052785889143736,-0.20003381645969437,-0.036451957657415164,1,0.7595410625863493,-0.46370744657391805,-0.026939801507709606,-0.400479309919079,0.2630772384507469,0.3525408052865721,0.21854482366722225,0.2311365472396591,0.21785031475076802,0.16973633962801218,0.20091351837408428,0.2034733420149881,0.5242314376035357,0.04793435748959721,-0.23473233639938287,0.06461126721376727,0.12248346577193202,0.011667774041096103,0.4100943394514137,0.30324633471095913,0.307923928551443,0.35731610701435956,0.6852056432183727,-0.13136331723241088,-0.19432581491649623,0.5071280014085843,0.027125273455458378,0.2549687316343767,0.21132182776136027,0.1318671561580379
0.12111471931163388,0.12133112917177838,0.11742640768094682,-0.08089502222905076,0.3510329471467307,-0.22872792708787673,-0.06388677418556915,0.7595410625863493,1,-0.4219625742826037,-0.11096016949099309,-0.3784336573136099,0.2022895920572258,0.31316286386984615,0.04518090164318829,0.180022200532867,0.31896966434299806,0.14326206773148717,0.3802873990243017,0.17368883682363437,0.5979436486618714,-0.0647313526497443,-0.2404401654939436,0.036650170196532154,0.06526538470888207,-0.06002667933081396,0.1872836704223389,0.19411431819640435,0.42213696669774214,0.41950440941032485,0.6147017917209441,-0.10478086314540211,-0.2862808831227386,0.2740225434783966,-0.08962644549389646,0.07777551967666946,0.07667800477264594,0.05634210898298948
0.27402454040250684,0.046191843502471665,0.09235080082269541,0.5256518609443087,-0.15702631627132826,0.32588120184879166,0.21386506278623446,-0.46370744657391805,-0.4219625742826037,1,0.15199550124788602,0.909941426750417,-0.06753584450059036,-0.19509727916040664,0.16265064475069424,-8.065611737557255e-4,0.12772799351821815,-0.015860653121593505,0.0094449270890953,-0.0025158994128650957,-0.39773046822807595,-0.03680254763841673,0.5758696120993319,0.17608883657486374,0.1043706009078824,0.28164807839959655,-0.07485948330241193,-0.12523180757371605,0.039121372218690206,0.01789311784692768,-0.2764464673340343,0.2759012261680771,0.5025996397473731,-0.23581957671239898,0.13687973022060607,-0.09084498395921137,-0.052424131816255236,0.0634656089109537
